機關名稱,標案案號,標案名稱,決標方式,採購金額,預算金額,標的分類,招標方式,採購金額級距,決標日期
臺北市立聯合醫院,1080131C0011-1,108年度萬華辦公室社區健康廚房等後續工程-第1次變更設計修正契約總價,最低標,2123361,2123361,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/1
臺北大眾捷運股份有限公司,B08A00204,貓空纜車塔柱橫樑及法蘭螺栓盤非破壞檢測工作,最低標,2815812,2815812,勞務類,公開招標,公告金額以上未達查核金額,2019/11/5
臺北市政府民政局,108302-03,臺北市政府民政局108年度臺北市聯合婚禮勞務採購案第3次契約變更,最低標,1397036,1397036,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/25
臺北市立南港高級工業職業學校,108C29,參加「全國高級中等學校108學年度工業類學生技藝競賽」活動,最有利標,382200,382200,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/13
臺北市中正區東門國民小學,108034,108年度學校兒童遊戲場汰換工程,最低標,2461773,2461773,工程類,公開招標,公告金額以上未達查核金額,2019/11/13
臺北市立動物園,108011018,108年園區解說設施修繕案(開口契約),最低標,467750,467750,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/29
臺北市立聯合醫院,A108179,【恆溫疫苗冰箱(大安門診部)】1臺,最低標,135000,135000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/29
臺北市中正區螢橋國民小學,C10808,108學年度日本國際交流採購案,最有利標,320000,320000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/30
臺北市政府財政局,CA1070812-2,108年度市有土地施作車阻、圍籬及林木修剪(含砍除及清運)勞務採購案(第2次契約變更),最低標,286400,286400,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/17
臺北市立動物園,10821001,108年動物園建物屋頂修漏勞務採購案（開口契約）,最低標,971240,971240,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/11/13
臺北市政府文化局,105A064-02,臺北表演藝術中心開幕暨試營運期間演出節目(二)第二次契約變更,最低標,608160,608160,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/11/5
臺北市立南港高級工業職業學校,108A39,單晶片微處理機實驗器,最低標,380000,380000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/21
臺北市立大安高級工業職業學校,A1081028,環境熱交換控制器,最低標,248000,248000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/20
臺北市立五常國民中學,107C3-1,107學年度學生制服運動服財物採購案,最低標,484300,484300,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/7/22
臺北市大安區大安國民小學,10825,108年度一般性補助款指定辦理施政項目-平板電腦及充電車財物採購,最低標,1070000,1070000,財物類,公開招標,公告金額以上未達查核金額,2019/7/30
臺北市文山區公所,109A02,臺北市文山區109年度鄰長團體傷害保險案,最低標,582075,310440,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/13
臺北市立聯合醫院,A108169,觸控型電腦含管制藥品櫃智能系統採購案,最低標,598500,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/12
臺北市立圖書館,108Y0926L,108年度「Overdrive數位影音平臺」資料庫採購案,最低標,1723077,896000,財物類,公開招標,公告金額以上未達查核金額,2019/11/11
臺北市松山區西松國民小學,108203-1,108年度北星樓普通教室航空噪音防制工程第一次契約變更新增項目,最低標,299835,299835,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/4
臺北市政府工務局公園路燈工程管理處,107A014-Z04,南港公園更新工程(第二期)-第4次變更設計,最低標,6115807,6115807,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/24
臺北市立大學,C108100,108年度發展特色運動-桌球耗材採購案,最低標,333000,333000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/13
臺北市政府文化局,108A258,2019青山宮祭典─帶著年輕人體驗廟會文化─臺灣威武五家龍獅總會演出,最低標,157500,157500,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/24
臺北市政府文化局,108A260,2019青山宮祭典─帶著年輕人體驗廟會文化─鐵四帝文化藝術創意舞蹈團演出,最低標,136500,136500,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/24
臺北市立美術館,108GE1035,王大閎建築劇場指標系統製作案,最有利標,583000,583000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/27
臺北市政府工務局新建工程處,10807003030100601-13,108年度臺北市人行道改善工程開口契約(第一標)-變更,最低標,2300000,2300000,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/5
臺北市立北投國民中學,108B08,108年平板電腦採購案,最低標,240000,240000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/12
臺北市政府環境保護局,109S001,臺北市焚化廠整體效能提升評估計畫,最有利標,4500000,4500000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/12/4
臺北市北投區公所,1080312,臺北市北投區公所檔案室文件處理工作,最低標,864000,432000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/12/26
臺北市立南港高級工業職業學校,108A28,平面高速磨床等,最低標,1220000,1220000,財物類,公開招標,公告金額以上未達查核金額,2019/11/18
臺北市北投區義方國民小學,10811,109年度校園機械及人力保全勞務採購案,最有利標,450000,450000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/15
臺北市士林區葫蘆國民小學,10813,108學年度六年級校外教學參觀旅行活動,最有利標,964800,964800,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/13
臺北市松山區公所,372,109年度里鄰長報紙財物採購,最低標,5709600,2854800,財物類,公開招標,公告金額以上未達查核金額,2019/12/3
臺北廣播電臺,109202,109年FM委製節目勞務採購案（公告金額十分之一以下）,最有利標,67600,343200,勞務類,公開取得報價單或企劃書,未達公告金額,2019/12/19
臺北市內湖區內湖國民小學,nh1080102,108年度仁民樓樓梯改建及平靜樓送餐梯整修工程,最低標,4292161,4292161,工程類,公開招標,公告金額以上未達查核金額,2019/11/20
臺北市政府消防局,652010908,109年度防災科學教育館3D虛擬實境導覽網站系統維護委外服務案,最低標,349950,279960,勞務類,公開取得報價單或企劃書,未達公告金額,2019/12/4
臺北市立士林高級商業職業學校,108B34,108年度MAC教室更換儲存設備採購案,最低標,621000,621000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/1
臺北市中山區大佳國民小學,108019,109年度廚房技工業務外包勞務採購案,最有利標,432000,432000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/27
臺北市立聯合醫院,N10835,新進專利獨家藥品2項招標案,最低標,330000000,264000000,財物類,限制性招標(經公開評選或公開徵求),巨額,2019/11/28
臺北市中山區大佳國民小學,108020,109年度工友業務外包勞務採購案,最有利標,432000,432000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/27
臺北市立新興國民中學,108Xing19,科技教育推動總體計畫設備採購,最低標,1497500,1497500,財物類,公開招標,公告金額以上未達查核金額,2019/12/3
臺北市交通事件裁決所,10810-1,108年機房電力、環控及冷氣空調系統維護案-第1次契約變更,最低標,170000,170000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/11/11
臺北大眾捷運股份有限公司,B05A05453-1,捷運中山雙連段帶狀公園改造工程規劃設計案(第1次契約變更),最低標,576000,576000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/11/7
臺北市大安區仁愛國民小學,10810,108學年度幼兒園餐點食材採購,最有利標,619308,619308,財物類,公開取得報價單或企劃書,未達公告金額,2019/8/21
臺北市政府警察局交通警察大隊,108058,直屬一分隊停車場新設停車棚及柱子基礎台整修工程,最低標,3489392,3489392,工程類,公開招標,公告金額以上未達查核金額,2019/8/22
臺北市立誠正國民中學,108B016,108年教育部體育署補助本校充實體育器材設備案,最低標,270000,270000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/19
臺北市立松山高級工農職業學校,109B001P,109年度成功樓廁所整修工程委託設計監造技術服務採購案,最有利標,473619,473619,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/25
臺北市立木柵高級工業職業學校,108089,108年度真空泵設備,最低標,140000,140000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/26
臺北市中正區南門國民小學,108108,109年度校園監視設備（電子圍籬）結合保全勞務服務採購,最有利標,1735500,578500,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/11/29
臺北市立內湖高級中學,10833,108年度充實一般科目教學設備,最低標,752500,752500,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/28
臺北市士林區陽明山國民小學,108-2-03,108年度校園田園城市綠屋頂財物採購案,最有利標,220000,220000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/1
臺北市松山區敦化國民小學,108012,臺北市敦化國小校舍拆除改建工程(非受保護樹木移植)採購,最低標,3256881,3256881,工程類,公開招標,公告金額以上未達查核金額,2019/10/23
臺北市文山區景興國民小學,1080207,108年度樂器採購案,最有利標,498000,498000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/20
臺北市立內湖高級中學,10832,108年度韓國國際教育旅行,最有利標,1088000,1088000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/11/25
臺北市立大學,108J004,臺北市108學年度中等學校運動會競賽資訊系統服務案,最有利標,300000,300000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/12/5
臺北市立中山女子高級中學,108306-1,108年「前瞻基礎建設數位建設之建置校園智慧網路計畫及 高中職學術連網全面優化頻寬提升計畫設備採購案」後續擴充,最低標,78146,78146,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/11/6
臺北市立南港高級工業職業學校,108A21,鏟裝機、小型挖掘機,最低標,1440000,1440000,財物類,公開招標,公告金額以上未達查核金額,2019/11/13
臺北大眾捷運股份有限公司,C08A06502,301型冷凝風扇軸承匣等3項採購,最低標,120000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/14
臺北市政府工務局水利工程處,108142-02,108年度全市河濱公園樹木修剪預約維護工作-變更 ,最低標,1500000,1500000,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/18
